AgentID,Wealth,Talent,luckyEvents,unluckyEvents,startingCapital
201,257.8538673334382,0.5193747511533643,3.0,6.0,2062.8309386675055
202,261.0976764575551,0.6004385311572181,2.0,5.0,2088.781411660441
203,59.655744632983705,0.5034774128394333,2.0,7.0,1908.9838282554786
204,3186.330456840331,0.6986689245650278,3.0,2.0,1593.1652284201655
205,210.8433120157693,0.5409197023738099,0.0,3.0,1686.7464961261544
206,57.598921911239735,0.6548915045802362,2.0,7.0,1843.1655011596715
207,157.64750382072356,0.6408072262476308,2.0,6.0,2522.360061131577
208,646.97753382221,0.49896268360865426,2.0,4.0,2587.91013528884
209,111.97298693102809,0.6893951133749874,1.0,5.0,1791.5677908964494
210,2.331565183657643,0.5127521682947415,1.0,11.0,2387.5227480654266
211,1188.364711121128,0.46149337879411045,2.0,3.0,2376.729422242256
212,65.87517367654138,0.6523521313522915,1.0,5.0,1054.002778824662
213,25765.481940851372,0.7782725980177635,7.0,4.0,3220.6852426064215
214,1246.0649680413296,0.417851520433301,1.0,2.0,2492.1299360826592
215,232.49141042222243,0.7091752176579784,4.0,7.0,1859.9312833777794
216,546.7115836310115,0.7308515831296563,3.0,5.0,2186.846334524046
217,1624.0904791564465,0.5356738925870179,3.0,3.0,1624.0904791564465
218,433.13122328529215,0.6706103060118032,6.0,8.0,1732.5248931411686
219,32.52772552614459,0.610912803270488,2.0,8.0,2081.774433673254
220,4222.843478479861,0.7070488426114946,4.0,3.0,2111.4217392399305
221,195.09110431523615,0.7740199691537605,1.0,4.0,1560.7288345218892
222,79.29433708900348,0.6048517819901924,3.0,8.0,2537.4187868481113
223,2123.72695038079,0.7146587144991403,1.0,1.0,2123.72695038079
224,632.5983784487703,0.5058698189794558,2.0,4.0,2530.393513795081
225,159.5091782745261,0.526877194928443,0.0,4.0,2552.1468523924177
226,36.96694265922638,0.584843084402841,1.0,7.0,2365.8843301904885
227,1362.136038662307,0.5553717078970591,5.0,6.0,2724.272077324614
228,4569.592775421114,0.5142365324377135,2.0,1.0,2284.796387710557
229,3377.3034687823583,0.7585843882461587,6.0,5.0,1688.6517343911792
230,2443.2490315262417,0.7080215497196292,4.0,4.0,2443.2490315262417
231,964.7772052939962,0.776318967016912,4.0,5.0,1929.5544105879924
232,252.39204098824993,0.578036188418844,4.0,6.0,1009.5681639529997
233,112.25288773352429,0.6852775731405937,3.0,7.0,1796.0462037363886
234,3662.5677159733646,0.5990453423685778,3.0,2.0,1831.2838579866823
235,1103.1976820980062,0.6857740175952981,3.0,3.0,1103.1976820980062
236,1309.8894474304468,0.6396054434905758,2.0,2.0,1309.8894474304468
237,3657.493814734684,0.6109178645229192,3.0,2.0,1828.746907367342
238,510.48162118771677,0.519322126694675,3.0,4.0,1020.9632423754335
239,1763.7824001109984,0.4849675425837793,2.0,2.0,1763.7824001109984
240,77.93382917160788,0.5294686814204884,1.0,6.0,2493.8825334914523
241,2088.153246014742,0.7371715254957925,3.0,3.0,2088.153246014742
242,2267.755283509935,0.5674569696032729,4.0,4.0,2267.755283509935
243,5838.89592830497,0.6322070972372597,3.0,1.0,1459.7239820762425
244,106.84467559563943,0.611063577973084,4.0,8.0,1709.5148095302309
245,5368.403703562678,0.5352683193573212,4.0,3.0,2684.201851781339
246,436.5526405376603,0.6005626594571496,2.0,4.0,1746.2105621506412
247,9693.020434334972,0.6231016119905731,4.0,1.0,1211.6275542918715
248,263.75482637292873,0.7894493016290096,3.0,6.0,2110.03861098343
249,1764.0675910021873,0.6641204435987941,4.0,4.0,1764.0675910021873
250,3759.403053295956,0.48089160090476385,5.0,4.0,1879.701526647978
251,4734.699415740987,0.5797150656882281,3.0,2.0,2367.3497078704936
252,1154.8205722206637,0.5998454548257695,2.0,3.0,2309.6411444413275
253,1070.1916990733262,0.5400214248060283,3.0,4.0,2140.3833981466523
254,3100.6075426406696,0.4454275290550511,0.0,0.0,3100.6075426406696
255,482.038506395607,0.6819993800539181,1.0,3.0,1928.154025582428
256,977.2604817365444,0.6788980974377103,3.0,4.0,1954.5209634730888
257,509.4855037683544,0.5525376049002511,1.0,3.0,2037.9420150734177
258,242.79136844685888,0.7636110867184676,3.0,6.0,1942.330947574871
259,156.71983905325976,0.6020284344339056,2.0,6.0,2507.517424852156
260,36500.48663803926,0.6163865984591356,5.0,1.0,2281.280414877454
261,800.229843179918,0.46403179882502443,3.0,5.0,3200.919372719672
262,4299.663207579854,0.6991281011296481,3.0,2.0,2149.831603789927
263,13385.02959583126,0.5320029336201771,5.0,2.0,1673.1286994789075
264,966.5189116459159,0.4182593345393396,2.0,3.0,1933.0378232918317
265,1202.201236816211,0.6457170064311408,4.0,5.0,2404.402473632422
266,24.946242010738423,0.6333745966641344,1.0,7.0,1596.559488687259
267,382.9235917269507,0.7006184055394783,1.0,3.0,1531.6943669078028
268,76.70482451615855,0.5449077869530243,0.0,5.0,2454.5543845170737
269,743.8163054003683,0.6332029954263931,4.0,5.0,1487.6326108007365
270,266.34774888161945,0.6133020603072485,2.0,5.0,2130.7819910529556
271,804.4394853001734,0.5148710694737527,2.0,3.0,1608.8789706003467
272,510.8744075592897,0.7530697558263464,3.0,5.0,2043.4976302371588
273,51.12401780900139,0.7109410658111261,3.0,8.0,1635.9685698880444
274,101.45629982967334,0.643233525324352,1.0,5.0,1623.3007972747735
275,901.8173926885944,0.8606081016174043,3.0,4.0,1803.6347853771888
276,9095.353849666852,0.3883819577124548,2.0,0.0,2273.838462416713
277,7.564003098414204,0.43989168167769177,0.0,8.0,1936.3847931940363
278,6800.945554717783,0.5406765843540252,5.0,3.0,1700.2363886794458
279,74.71088954283252,0.587959310164983,1.0,5.0,1195.3742326853203
280,831.9370841461357,0.6381563663027046,2.0,3.0,1663.8741682922714
281,156.1046115303809,0.49134345054901685,2.0,6.0,2497.6737844860945
282,13321.3170931007,0.6335028758853937,6.0,3.0,1665.1646366375876
283,329.82858048777064,0.6431364902946382,1.0,4.0,2638.628643902165
284,2835.7404065700725,0.6325730451990575,4.0,3.0,1417.8702032850363
285,14689.049481086206,0.4995812021656624,3.0,0.0,1836.1311851357757
286,2320.7174773466927,0.5067722999966072,1.0,1.0,2320.7174773466927
287,31.564995078233704,0.4831581144037022,1.0,7.0,2020.159685006957
288,287.0815831181521,0.540262389486307,0.0,3.0,2296.6526649452167
289,911.9946687512833,0.6482423060476522,3.0,4.0,1823.9893375025665
290,1868.4975529166386,0.5274726142172277,2.0,2.0,1868.4975529166386
291,431.9413475601299,0.531551393273198,3.0,5.0,1727.7653902405195
292,45.5047235586285,0.6130400901795926,1.0,6.0,1456.151153876112
293,599.9344604795305,0.5958669461594187,3.0,5.0,2399.737841918122
294,5078.951342063126,0.7341981423198546,5.0,4.0,2539.475671031563
295,1021.2560221217483,0.6710321944494839,4.0,5.0,2042.5120442434966
296,70.93620412775397,0.5992634412938219,1.0,6.0,2269.958532088127
297,2420.6012155894678,0.7802950201417456,4.0,4.0,2420.6012155894678
298,17.510752185288943,0.4132025289405179,1.0,8.0,2241.3762797169848
299,662.9669381168432,0.5254702157729019,1.0,3.0,2651.8677524673726
300,120.01276967276597,0.6045330920322203,2.0,6.0,1920.2043147642555
301,250.32995028094157,0.5492871878034146,4.0,7.0,2002.6396022475326
302,6034.508363803356,0.6138768925040466,5.0,4.0,3017.254181901678
303,555.3260782470172,0.6392227579871369,3.0,5.0,2221.304312988069
304,250.1253334200169,0.7214545842917729,3.0,6.0,2001.002667360135
305,201.19911157382916,0.5405579830101255,2.0,5.0,1609.5928925906333
306,266.48011766243087,0.646581784036864,4.0,7.0,2131.840941299447
307,7828.083895563915,0.5910741135795333,3.0,1.0,1957.0209738909787
308,764.9530601176049,0.5060010975620696,4.0,5.0,1529.9061202352098
309,168.73746018853302,0.5352508863355583,2.0,5.0,1349.8996815082642
310,76.96105252716175,0.7917244480488334,2.0,7.0,2462.753680869176
311,1339.4702892958512,0.6211209794270215,4.0,5.0,2678.9405785917024
312,83.79265517985225,0.68988479966267,2.0,7.0,2681.364965755272
313,11.498582546817074,0.4213912623673829,1.0,8.0,1471.8185659925855
314,292.40698791083764,0.533143913130828,2.0,4.0,1169.6279516433506
315,884.9220787377715,0.6361695044349851,0.0,1.0,1769.844157475543
316,436.42445739114186,0.6998603474982575,2.0,4.0,1745.6978295645674
317,3840.3734387978584,0.5956985210690272,3.0,1.0,960.0933596994646
318,61.98731288225045,0.4672449084169107,2.0,7.0,1983.5940122320144
319,42.721145735676785,0.7245557984604538,3.0,8.0,1367.0766635416571
320,3245.049276445211,0.6054157855835997,3.0,3.0,3245.049276445211
321,439.6414518029439,0.595968811545249,4.0,6.0,1758.5658072117756
322,346.7496973129379,0.4805712016632605,1.0,3.0,1386.9987892517515
323,117.211383397482,0.5926382373664635,3.0,7.0,1875.382134359712
324,71.45708876603985,0.4874276662135271,2.0,7.0,2286.626840513275
325,128.52378352433652,0.6490930722547049,2.0,6.0,2056.3805363893844
326,1744.5898386718357,0.5349186180612824,3.0,3.0,1744.5898386718357
327,2022.2656608627624,0.6413485805720023,3.0,3.0,2022.2656608627624
328,1464.554062233041,0.6245720406208033,2.0,3.0,2929.108124466082
329,2545.1014362671467,0.6766311353766044,4.0,3.0,1272.5507181335734
330,6.7029426712868165,0.4898708778223857,2.0,10.0,1715.953323849425
331,12578.960251092629,0.635660579900311,4.0,2.0,3144.740062773157
332,1037.026509533339,0.7011330747149436,2.0,3.0,2074.053019066678
333,1313.266373621022,0.47286351226155604,4.0,5.0,2626.532747242044
334,1587.993793839166,0.6702054428118933,5.0,5.0,1587.993793839166
335,855.1229883067913,0.5184350722530994,2.0,3.0,1710.2459766135826
336,55410.98316018561,0.5411946733050363,7.0,2.0,1731.5932237558004
337,568.4451376028537,0.5130582561389584,3.0,5.0,2273.780550411415
338,989.2348411794377,0.6018504543052691,4.0,5.0,1978.4696823588754
339,5558.063630644115,0.754120256986714,5.0,4.0,2779.0318153220574
340,3333.6404805400957,0.72475287021832,6.0,5.0,1666.8202402700479
341,404.4794280083847,0.7196552633019904,2.0,4.0,1617.9177120335387
342,1355.3861974516517,0.6107320905514195,2.0,3.0,2710.7723949033034
343,420.8461915895134,0.47558433996999216,2.0,4.0,1683.3847663580536
344,581.2538104832097,0.660845308452572,2.0,4.0,2325.0152419328388
345,9633.387108454997,0.8086335380361332,6.0,3.0,1204.1733885568747
346,1994.9246877136154,0.6292624524364938,3.0,3.0,1994.9246877136154
347,267.01649220726847,0.6065547415995467,2.0,5.0,2136.1319376581478
348,13325.667099675058,0.687129737076618,4.0,1.0,1665.7083874593823
349,55.291801061888926,0.599170281863297,0.0,5.0,1769.3376339804456
350,1055.9920740926107,0.5396445959930641,4.0,5.0,2111.9841481852213
351,174.93105611583672,0.5092341459757915,2.0,6.0,2798.8968978533876
352,2249.9520780946928,0.5771401201008521,4.0,4.0,2249.9520780946928
353,15.739162396990169,0.5256455775820288,1.0,7.0,1007.3063934073708
354,928.7134850125019,0.6151805762752016,2.0,3.0,1857.4269700250038
355,118.33288519278918,0.35013575925095936,1.0,5.0,1893.3261630846268
356,16353.402732951092,0.6248576217381625,4.0,1.0,2044.1753416188865
357,256.00772936909004,0.7412373054367813,1.0,4.0,2048.0618349527203
358,11023.28811285237,0.7105512320201942,7.0,4.0,1377.9110141065462
359,147.0990946998036,0.6927094204872885,1.0,5.0,2353.5855151968576
360,1715.3025069803234,0.7880051294983977,7.0,7.0,1715.3025069803234
361,4.333435018021548,0.5919728178966094,3.0,12.0,2218.718729227033
362,80.83192172053931,0.5753131546741057,1.0,6.0,2586.621495057258
363,168.87199782424625,0.36616317393140174,3.0,6.0,1350.97598259397
364,2030.6966109229656,0.4927043380622447,2.0,2.0,2030.6966109229656
365,716.8568966644754,0.5666422285790345,2.0,3.0,1433.7137933289507
366,106.61746848593363,0.4046997076888128,4.0,8.0,1705.879495774938
367,57.43495868929033,0.5645078972595192,5.0,10.0,1837.9186780572907
368,319.3034202239078,0.5622915475701893,2.0,4.0,1277.2136808956311
369,61.16384860819099,0.5023380903550028,2.0,7.0,1957.2431554621116
370,62.0151250184511,0.5515250070801536,1.0,6.0,1984.4840005904352
371,227.83538760903642,0.560631202271656,1.0,4.0,1822.6831008722913
372,484.7749219560586,0.5891047178996621,1.0,2.0,969.5498439121172
373,1062.513538948314,0.6376614222316225,4.0,5.0,2125.027077896628
374,58.838967723378595,0.4724144294726701,1.0,6.0,1882.846967148115
375,6979.572162453174,0.6314458689347553,3.0,1.0,1744.8930406132936
376,3728.7327343319175,0.5968931546930749,3.0,2.0,1864.3663671659588
377,845.9032557547831,0.5520640839322041,2.0,3.0,1691.8065115095662
378,470.05363104545575,0.6241848082214155,2.0,3.0,940.1072620909115
379,2146.9316392622154,0.7875139948301291,5.0,5.0,2146.9316392622154
380,2186.710212347161,0.6461412635163867,1.0,1.0,2186.710212347161
381,28499.975732454863,0.653951572789526,7.0,3.0,1781.248483278429
382,27.68283057094082,0.693809491009354,1.0,7.0,1771.7011565402124
383,3001.8539699276844,0.529556482949808,4.0,3.0,1500.9269849638422
384,81.5883100434313,0.6199094310807902,3.0,8.0,2610.825921389802
385,1627.593227091822,0.7893216421182306,2.0,3.0,3255.186454183644
386,902.0500118756752,0.5871707573306848,3.0,4.0,1804.1000237513504
387,81.995506370479,0.6706996736356989,1.0,5.0,1311.928101927664
388,84.51117630488041,0.6101231988597003,4.0,8.0,1352.1788208780865
